tract,Name,Teenage_Birth_Rate
39035109701,"Central, Cleveland, OH",0.9317
22071000601,"Fischer Development Neighborhood, New Orleans, LA",0.8034
17031070500,"Lincoln Park, Chicago, IL",0.7933
4013941200,"Fort McDowell, AZ",0.7585
17031351500,"Bronzeville, Chicago, IL",0.7571
17031350400,"Douglas, Chicago, IL",0.7431
22071001600,"Florida Development Neighborhood, New Orleans, LA",0.736
45013002102,"Bluffton, SC",0.7287
17031380500,"Bronzeville, Chicago, IL",0.7223
5035031200,"West Memphis, AR",0.7199
45079010408,"Columbia, SC",0.7152
40109103602,"Central Oklahoma City, Oklahoma City, OK",0.7118
39061000900,"Over-The-Rhine, Cincinnati, OH",0.7098
5035031000,"Crawfordsville, AR",0.7094
1101005502,"Pike Road, AL",0.7088
4017940100,"Cibecue, AZ",0.7058
39061001100,"Over-The-Rhine, Cincinnati, OH",0.7058
13121002600,"Vine City, Atlanta, GA",0.7015
17031841000,"Near South Side, Chicago, IL",0.6983
47157000200,"North Memphis, Memphis, TN",0.6924
26021000500,"Benton Harbor, MI",0.6923
51760030100,"Gilpin, Richmond, VA",0.69
17031836500,"Bronzeville, Chicago, IL",0.6895
48113003901,"Dallas, TX",0.6894
39061001600,"Over-The-Rhine, Cincinnati, OH",0.6889
17031835600,"Fuller Park, Chicago, IL",0.6883
1097000402,"Orange Grove, Mobile, AL",0.688
1097001502,"Arlington, Mobile, AL",0.6874
39017011118,"Butler County, OH",0.6865
45065920100,"McCormick, SC",0.6765
18097341600,"Haughville, Indianapolis, IN",0.6732
55079185500,"Lindsay Heights, Milwaukee, WI",0.6725
5091020600,"Ozan, Texarkana, AR",0.6695
17031834500,"South Side, Chicago, IL",0.669
17031843100,"Lawndale, Chicago, IL",0.6689
26163564502,"Canton, MI",0.668
13167960300,"Wrightsville, GA",0.6673
18141002100,"Northwest South Bend, South Bend, IN",0.6655
13059000100,"Athens, GA",0.6649
17031260900,"Garfield Park, Chicago, IL",0.6642
17031841400,"Little Village, Chicago, IL",0.6641
17031400800,"South Side, Chicago, IL",0.6638
4013116604,"Laveen Village, Phoenix, AZ",0.6633
8001008544,"Thornton, CO",0.6581
17031430300,"Grand Crossing, Chicago, IL",0.6569
42045404900,"Chester, PA",0.6567
26021000400,"Benton Harbor, MI",0.6565
13121011800,"English Avenue, Atlanta, GA",0.6557
17031340600,"Armour Square, Chicago, IL",0.6544
55079008800,"Park West, Milwaukee, WI",0.6544
48141010506,"Tornillo, TX",0.6524
55079008400,"North Division, Milwaukee, WI",0.6524
12105011203,"Webster Park North, Lakeland, FL",0.6514
17031670100,"Englewood, Chicago, IL",0.6494
39035114300,"Kinsman, Cleveland, OH",0.6492
39061001700,"Over-The-Rhine, Cincinnati, OH",0.648
12057001900,"East Tampa, Tampa, FL",0.6464
39049004200,"Downtown, Columbus, OH",0.6452
1101000600,"Montgomery, AL",0.6432
17143005000,"Peoria, IL",0.6431
47037014800,"South Nashville, Nashville, TN",0.6429
18097351600,"Fall Creek Place, Indianapolis, IN",0.6428
17031681200,"South Side, Chicago, IL",0.6424
17031292200,"Lawndale, Chicago, IL",0.6422
5107480600,"Elaine, AR",0.6421
24510250204,"Cherry Hill, Baltimore, MD",0.6414
17031260500,"Garfield Park, Chicago, IL",0.6384
24510280500,"Pleasant View Gardens, Baltimore, MD",0.638
17031260800,"East Garfield Park, Chicago, IL",0.6377
6029003303,"Maricopa, CA",0.6373
17031390100,"Kenwood, Chicago, IL",0.6371
12057004300,"Northwest Tampa, Tampa, FL",0.637
26021000600,"Benton Harbor, MI",0.6366
39035113500,"Fairfax, Cleveland, OH",0.6352
17091011600,"Kankakee, IL",0.6349
17031291200,"North Lawndale, Chicago, IL",0.6348
17031360200,"Bronzeville, Chicago, IL",0.6343
45059920301,"Laurens, SC",0.6341
47037016000,"South Nashville, Nashville, TN",0.634
17031280800,"Near West Side, Chicago, IL",0.6336
17031062100,"Lake View, Chicago, IL",0.6336
47157000400,"New Chicago, Memphis, TN",0.6333
39035103300,"Ohio City, Cleveland, OH",0.6332
42101016600,"North Philadelphia, Philadelphia, PA",0.6327
17031842200,"Goose Island, Chicago, IL",0.6323
26077000202,"Northside, Kalamazoo, MI",0.632
12071000502,"Fort Myers, FL",0.6313
55079009800,"Walnut Hill, Milwaukee, WI",0.6313
28151000400,"Greenville, MS",0.6313
17031540102,"Golden Gate, Chicago, IL",0.631
28035000500,"Hattiesburg, MS",0.6309
1097000600,"Gorgas, Mobile, AL",0.6305
17031231100,"Humboldt Park, Chicago, IL",0.63
48439101700,"Fort Worth, TX",0.6297
17031251000,"Austin, Chicago, IL",0.6288
17201002500,"Rockford, IL",0.6283
29510111500,"Jeff-Vander-Lou, St. Louis, MO",0.6282
34013003900,"Springfield/Belmont, Newark, NJ",0.6282
18097351500,"Highland Vicinity, Indianapolis, IN",0.6279
13273120200,"Dawson, GA",0.6277
5035030501,"West Memphis, AR",0.6275
17031671300,"Englewood, Chicago, IL",0.6271
17031841500,"Lawndale, Chicago, IL",0.6269
12105012404,"Polk City, FL",0.6268
39061007700,"Millvale, Cincinnati, OH",0.6265
17031260600,"Garfield Park, Chicago, IL",0.6265
47065002000,"Southside Historic District, Chattanooga, TN",0.6259
1125012501,"Tuscaloosa, AL",0.6257
17031671400,"Englewood, Chicago, IL",0.6254
24510100200,"Baltimore, MD",0.6253
17031611000,"Back of the Yards, Chicago, IL",0.6251
17031252102,"Austin, Chicago, IL",0.6249
47065012200,"Avondale, Chattanooga, TN",0.6247
24510271102,"Mid-Charles, Baltimore, MD",0.6247
17031490500,"Roseland, Chicago, IL",0.6246
36029003500,"MLK Park, Buffalo, NY",0.6244
28135950300,"Tutwiler, MS",0.6237
13121002500,"Vine City, Atlanta, GA",0.6235
12099002200,"North Tamarind, West Palm Beach, FL",0.6232
48303000900,"Parkway and Cherry Point, Lubbock, TX",0.6227
13121004400,"Mechanicsville, Atlanta, GA",0.6226
17031251400,"Austin, Chicago, IL",0.6225
17031250800,"Austin, Chicago, IL",0.622
28049011400,"Greater Belhaven, Jackson, MS",0.622
17143001200,"Peoria, IL",0.6219
17177000700,"Freeport, IL",0.6216
17031842900,"University Village / Little Italy, Chicago, IL",0.6215
22017023200,"Cedar Grove, Lynbrook, Shreveport, LA",0.6206
17201003200,"Rockford, IL",0.6205
17031260300,"Garfield Park, Chicago, IL",0.6201
37067000100,"Winston-Salem, NC",0.62
47157004500,"Midtown, Memphis, TN",0.6196
24510200100,"Lexington, Baltimore, MD",0.6194
13121005700,"Pittsburgh, Atlanta, GA",0.6193
17031280900,"Near West Side, Chicago, IL",0.6191
45083020800,"Highland, Spartanburg, SC",0.6189
55079006700,"Harambee, Milwaukee, WI",0.6188
26163531300,"Dexter-Linwood, Detroit, MI",0.6186
26145000200,"Saginaw, MI",0.6184
15009032000,"Lahaina, HI",0.6184
13121005502,"South Atlanta, Atlanta, GA",0.618
26081003600,"SECA, Grand Rapids, MI",0.6175
24510120400,"Barclay, Baltimore, MD",0.6167
17031250200,"Austin, Chicago, IL",0.6165
26021000300,"Benton Harbor, MI",0.6161
1097000401,"Owens, Mobile, AL",0.6158
17031251900,"Austin, Chicago, IL",0.6155
13269950100,"Butler, GA",0.6153
22071009200,"Central City, New Orleans, LA",0.6152
17031836700,"East Garfield Park, Chicago, IL",0.6149
45007011600,"Belton, SC",0.6147
13033950700,"Sardis, GA",0.6146
26163510700,"Detroit, MI",0.6145
12057014122,"Ruskin, FL",0.614
55079008900,"Sherman Park, Milwaukee, WI",0.614
12057005000,"Northwest Tampa, Tampa, FL",0.6139
26163520300,"Cass Corridor, Detroit, MI",0.6138
26163501200,"Detroit, MI",0.6135
17031829700,"Sauk Village, IL",0.6126
17031681300,"Englewood, Chicago, IL",0.6125
17201002400,"Rockford, IL",0.6116
17201002600,"Rockford, IL",0.6116
28049001100,"Jackson, MS",0.6114
20173000600,"North Central, Wichita, KS",0.6106
39035112500,"Hough, Cleveland, OH",0.6104
48113003400,"Cedar Crest, Dallas, TX",0.6104
5035030102,"West Memphis, AR",0.6099
17031836000,"Bronzeville, Chicago, IL",0.6099
17031351400,"Bronzeville, Chicago, IL",0.6098
26049001500,"Flint, MI",0.6095
17031843300,"Douglas Park, Chicago, IL",0.6095
26163511200,"North End, Detroit, MI",0.6091
17031430500,"South Side, Chicago, IL",0.609
17031251200,"Austin, Chicago, IL",0.6088
4013061028,"Orchards, Surprise, AZ",0.6086
48215024108,"Mission, TX",0.6084
47157002100,"North Memphis, Memphis, TN",0.6083
17091011000,"Hopkins Park, IL",0.6083
55079007000,"Harambee, Milwaukee, WI",0.6081
39061002300,"Mount Auburn, Cincinnati, OH",0.6076
1097004100,"Prichard, AL",0.6075
17031251100,"Austin, Chicago, IL",0.6072
37063000900,"Durham, NC",0.6069
22017020600,"Allendale, Lakeside, Shreveport, LA",0.6067
13121001300,"Midtown, Atlanta, GA",0.6067
12077950100,"Telogia, FL",0.6066
17031251500,"Austin, Chicago, IL",0.6066
22071004800,"Iberville, New Orleans, LA",0.6064
34007601600,"Liberty Park, Camden, NJ",0.6062
17031260400,"Garfield Park, Chicago, IL",0.6061
45083020400,"Spartanburg, SC",0.6055
45047970900,"Bradley, SC",0.6053
17031252101,"Austin, Chicago, IL",0.605
48085030517,"McKinney, TX",0.605
37119000700,"Optimist Park, Charlotte, NC",0.6049
47097050600,"Henning, TN",0.6049
4021941300,"Bapchule, AZ",0.6047
17031381800,"South Side, Chicago, IL",0.6047
24510080200,"Broadway East, Baltimore, MD",0.6045
17031081900,"Cabrini-Green, Chicago, IL",0.6044
17201002200,"Rockford, IL",0.6042
17031660700,"Chicago Lawn, Chicago, IL",0.6042
40089098300,"Wright City, OK",0.6041
34011020100,"Bridgeton, NJ",0.604
17031231500,"East Garfield Park, Chicago, IL",0.6039
22071008600,"Central City, New Orleans, LA",0.6038
24510271802,"Langston Hughes, Baltimore, MD",0.6038
22071009400,"Central City, New Orleans, LA",0.6037
17031835900,"Bronzeville, Chicago, IL",0.6036
26049001400,"Flint, MI",0.6035
12099002400,"Progressive Northwest, West Palm Beach, FL",0.6031
42003040200,"West Oakland, Pittsburgh, PA",0.603
36055005200,"Group 14621, Rochester, NY",0.603
48455950500,"Trinity, TX",0.603
29095008100,"Eastern 49-63, Kansas City, MO",0.6029
22071013100,"Leonidas, New Orleans, LA",0.6028
39035112100,"Hough, Cleveland, OH",0.6028
26115832600,"La Salle, MI",0.6026
39113070202,"Residence Park, Dayton, OH",0.6026
32003003638,"North Las Vegas, NV",0.6025
34021001500,"Trenton, NJ",0.6023
18097351700,"Reagan Park, Indianapolis, IN",0.6022
48439106300,"Fort Worth, TX",0.6021
12117021100,"Sanford, FL",0.6018
17031292500,"Lawndale, Chicago, IL",0.6018
17031711300,"Auburn Gresham, Chicago, IL",0.6017
17031470100,"South Side, Chicago, IL",0.6015
17031431302,"South Shore, Chicago, IL",0.6013
13021011500,"Macon, GA",0.6012
22071002000,"St. Roch, New Orleans, LA",0.6012
47157005000,"South Memphis, Memphis, TN",0.6012
5041950300,"Dumas, AR",0.601
22019000200,"Lake Charles, LA",0.6008
17201001100,"Rockford, IL",0.6007
17031843000,"Lawndale, Chicago, IL",0.6007
47037011900,"East Nashville, Nashville, TN",0.6004
39023000300,"Springfield, OH",0.6004
17031834700,"Englewood, Chicago, IL",0.6
48109950300,"Van Horn, TX",0.5999
24510090900,"Oliver, Baltimore, MD",0.5995
47157006200,"Glenview, Memphis, TN",0.5991
1097000500,"Fisher, Mobile, AL",0.599
39035113600,"Fairfax, Cleveland, OH",0.599
26121004300,"Muskegon Heights, MI",0.5989
13121003200,"Cabbagetown, Atlanta, GA",0.5985
35053978200,"Magdalena, NM",0.5984
39035113801,"Central, Cleveland, OH",0.5983
45021970602,"Gaffney, SC",0.5983
34007610300,"Cooper Grant, Camden, NJ",0.5982
39035112301,"Hough, Cleveland, OH",0.5981
26163506300,"Detroit, MI",0.5981
24510080600,"Broadway East, Baltimore, MD",0.5981
5035031100,"Earle, AR",0.5978
48029121909,"Northeast Side, Selma, TX",0.5977
31055005902,"North Omaha, Omaha, NE",0.5977
13239960300,"Georgetown, GA",0.5976
26163510400,"Hamtramck, MI",0.5976
17031670500,"Englewood, Chicago, IL",0.5972
22071014000,"Central City, New Orleans, LA",0.5972
22071000612,"New Aurora, New Orleans, LA",0.597
22073001500,"Monroe, LA",0.5968
39099802300,"Warren, Youngstown, OH",0.5968
17031283800,"University Village / Little Italy, Chicago, IL",0.5964
39035118500,"Glenville, Cleveland, OH",0.5964
12071000600,"Dunbar, Fort Myers, FL",0.5963
26163512900,"Detroit, MI",0.5962
18097353600,"Indianapolis, IN",0.5962
42045405300,"Chester, PA",0.5959
13121011000,"East Point, GA",0.5958
26163532200,"Detroit, MI",0.5957
48139061200,"Ennis, TX",0.5956
24510080302,"Berea, Baltimore, MD",0.5956
37181960800,"Henderson, NC",0.5955
18097322600,"Indianapolis, IN",0.5954
12027010302,"Arcadia, FL",0.5953
26163518500,"Detroit, MI",0.5953
55079185600,"Milwaukee, WI",0.5951
34001001500,"Atlantic City, NJ",0.595
29095005500,"East Side, Kansas City, MO",0.5948
18003001700,"Hanna Creighton, Fort Wayne, IN",0.5946
17031420800,"South Side, Chicago, IL",0.5946
28089030500,"Canton, MS",0.5945
39061002200,"Mount Auburn, Cincinnati, OH",0.5944
24510080800,"Broadway East, Baltimore, MD",0.5943
13021012700,"Macon, GA",0.5942
48189950700,"Hale Center, TX",0.5941
45019004300,"North Charleston, SC",0.5939
17031711400,"South Side, Chicago, IL",0.5939
1097002302,"Maryvale, Mobile, AL",0.5936
17031690300,"Greater Grand Crossing, Chicago, IL",0.5935
47157005700,"South Memphis, Memphis, TN",0.5935
55079008600,"Lindsay Heights, Milwaukee, WI",0.5933
4027011114,"Foothills, Yuma, AZ",0.5933
17031400500,"South Side, Chicago, IL",0.5932
55079006400,"Park West, Milwaukee, WI",0.5931
22071003400,"Seventh Ward, New Orleans, LA",0.593
26121000300,"Angell, Muskegon, MI",0.5928
17031400400,"South Side, Chicago, IL",0.5927
40109103000,"Central Oklahoma City, Oklahoma City, OK",0.5924
24510170200,"McCulloh Homes, Baltimore, MD",0.5922
26121004200,"Nelson, Muskegon, MI",0.5922
1125011701,"Tuscaloosa, AL",0.5921
17031829401,"Chicago Heights, IL",0.592
18097351900,"Martindale-Brightwood, Indianapolis, IN",0.5918
1101000100,"Montgomery, AL",0.5918
17115001600,"Decatur, IL",0.5918
17031440600,"South Side, Chicago, IL",0.5918
26163513700,"Jefferson Chalmers, Detroit, MI",0.5917
17031251600,"Austin, Chicago, IL",0.5917
22033005100,"Mid City North, Baton Rouge, LA",0.5917
39035111800,"St. Clair - Superior, Cleveland, OH",0.5916
29189214100,"St. Louis, MO",0.5916
22017021800,"Queensborough, Shreveport, LA",0.5915
1069040600,"Dothan, AL",0.5915
48201331400,"Sunnyside, Houston, TX",0.5914
47157000800,"Hollywood, Memphis, TN",0.5912
13191110100,"Townsend, GA",0.5911
39095002600,"Roosevelt, Toledo, OH",0.591
17031420500,"South Side, Chicago, IL",0.5905
42101037700,"North Philadelphia, Philadelphia, PA",0.5904
4013114402,"Central City, Phoenix, AZ",0.5903
18097322500,"Indianapolis, IN",0.5902
5035030101,"West Memphis, AR",0.5901
48167724000,"Galveston, TX",0.5901
18097360402,"Northeastwood, Indianapolis, IN",0.59
47157007822,"Memphis, TN",0.5899
39095002800,"Center City, Toledo, OH",0.5899
26163518600,"Detroit, MI",0.5897
17031834600,"Englewood, Chicago, IL",0.5895
47157005500,"South Memphis, Memphis, TN",0.5895
48439123500,"Hillside Morningside, Fort Worth, TX",0.5895
42045410700,"Chester, PA",0.5893
17031280400,"Near West Side, Chicago, IL",0.5892
12105011204,"Lakeland, FL",0.5891
26163511300,"Detroit, MI",0.589
5069001200,"Pine Bluff, AR",0.5889
1073000700,"Collegeville, Birmingham, AL",0.5889
17167000800,"Pillsbury, Springfield, IL",0.5889
28049001000,"Jackson, MS",0.5888
26163506200,"Detroit, MI",0.5886
17031611600,"Back of the Yards, Chicago, IL",0.5885
17031670200,"Englewood, Chicago, IL",0.5883
36055001500,"South Marketview Heights, Rochester, NY",0.588
26163516300,"Islandview, Detroit, MI",0.5878
5093010300,"Blytheville, AR",0.5875
12031002600,"Lackawanna, Jacksonville, FL",0.5874
39035151400,"East Cleveland, OH",0.5873
41031940000,"Madras, OR",0.5872
17031671900,"Englewood, Chicago, IL",0.5872
17031530502,"South Side, Chicago, IL",0.587
17031670400,"Englewood, Chicago, IL",0.5869
39035112800,"Hough, Cleveland, OH",0.5869
26081003100,"Madison Area, Grand Rapids, MI",0.5868
17163504600,"East Saint Louis, IL",0.5866
47037019400,"Germantown, Nashville, TN",0.5866
17031251800,"Austin, Chicago, IL",0.5865
47157005900,"South Memphis, Memphis, TN",0.5862
26163500500,"Detroit, MI",0.5861
4021002400,"Mammoth, AZ",0.5861
17031400300,"South Side, Chicago, IL",0.586
12031002901,"Moncrief Park, Jacksonville, FL",0.586
29510126700,"Hyde Park, St. Louis, MO",0.5859
17031251700,"Austin, Chicago, IL",0.5859
28027950300,"Clarksdale, MS",0.5859
28081951001,"Shannon, MS",0.5858
17031837000,"East Garfield Park, Chicago, IL",0.5857
17163502401,"East Saint Louis, IL",0.5857
39035154300,"Garfield Heights, OH",0.5857
17163500400,"East Saint Louis, IL",0.5856
24510090700,"Coldstream - Homestead - Montebello, Baltimore, MD",0.5856
12031001500,"Urban Core, Jacksonville, FL",0.5853
45083021001,"Spartanburg, SC",0.5853
28049010203,"Jackson, MS",0.5853
12101032402,"Dade City, FL",0.585
17031380100,"Bronzeville, Chicago, IL",0.5848
47157011300,"North Memphis, Memphis, TN",0.5847
13121002300,"English Avenue, Atlanta, GA",0.5846
26081003000,"Madison Area, Grand Rapids, MI",0.5845
29510107600,"Mark Twain, St. Louis, MO",0.5844
22073000600,"Monroe, LA",0.5842
13121003900,"Ashview Heights, Atlanta, GA",0.5842
47037012702,"Haynes Area, Nashville, TN",0.5839
1099075700,"Franklin, AL",0.5837
24510200400,"Shipley Hill, Baltimore, MD",0.5836
1017954400,"Lanett, AL",0.5836
17031660301,"South Side, Chicago, IL",0.5833
22005031000,"Donaldsonville, LA",0.5832
13095000800,"Albany, GA",0.5832
13121006700,"The Villages at Carver, Atlanta, GA",0.5832
48469000301,"Victoria, TX",0.5832
17031670800,"Englewood, Chicago, IL",0.5831
42101038600,"Chestnut Hill, Philadelphia, PA",0.583
13121008601,"Atlanta, GA",0.583
39061008501,"Mount Airy, Cincinnati, OH",0.5829
24510170300,"Upton, Baltimore, MD",0.5829
39095003300,"ONYX, Toledo, OH",0.5829
22033003000,"Baton Rouge, LA",0.5826
26021002300,"Benton Harbor, MI",0.5826
5107480400,"Helena-West Helena, AR",0.5825
55079009600,"Washington Park, Milwaukee, WI",0.5822
39035109801,"Central, Cleveland, OH",0.582
22081960300,"Coushatta, LA",0.5819
17031612000,"Back of the Yards, Chicago, IL",0.5818
26121001300,"Muskegon Heights, MI",0.5818
51740212000,"Portsmouth, VA",0.5816
22071006000,"Tulane - Gravier, New Orleans, LA",0.5815
22071013700,"Desire Area, New Orleans, LA",0.5814
22013970200,"Gibsland, LA",0.5814
17031380700,"Bronzeville, Chicago, IL",0.5814
5069001000,"Pine Bluff, AR",0.5814
48507950301,"Crystal City, TX",0.5813
18089030100,"East Chicago, IN",0.5811
17143001500,"Averyville, Peoria, IL",0.5811
26163553200,"Highland Park, MI",0.5811
47053966900,"Humboldt, TN",0.5811
37063001001,"East Durham, Durham, NC",0.581
29155470200,"Hayti, MO",0.581
17031835500,"Fuller Park, Chicago, IL",0.5809
24510060300,"Butchers Hill, Baltimore, MD",0.5808
17031260700,"Garfield Park, Chicago, IL",0.5808
47125101904,"Clarksville, TN",0.5807
6001401600,"McClymonds, Oakland, CA",0.5806
18097390500,"Indianapolis, IN",0.5806
37063002200,"Central Park, Durham, NC",0.5806
37119004500,"Smallwood, Charlotte, NC",0.5805
28083950200,"Greenwood, MS",0.5805
8031002402,"North, Denver, CO",0.5803
1101002202,"Montgomery, AL",0.5802
37195000802,"Wilson, NC",0.5801
26163514500,"Detroit, MI",0.58
13121006802,"Thomasville Heights, Atlanta, GA",0.58
17031837300,"East Garfield Park, Chicago, IL",0.5799
22071002800,"Seventh Ward, New Orleans, LA",0.5798
47157011400,"Downtown, Memphis, TN",0.5798
17143000900,"Peoria, IL",0.5797
47157007821,"Memphis, TN",0.5797
39035111202,"St. Clair - Superior, Cleveland, OH",0.5796
28151001200,"Greenville, MS",0.5796
24510260403,"Cedonia, Baltimore, MD",0.5795
1097003902,"Summerville, Mobile, AL",0.5794
24510070200,"Madison - Eastend, Baltimore, MD",0.5791
17031842400,"South Side, Chicago, IL",0.5791
55079010600,"Brewer's Hill, Milwaukee, WI",0.5789
36055006400,"Genesee-Jefferson, Rochester, NY",0.5789
10003001902,"Wilmington, DE",0.5787
17031838700,"Lawndale, Chicago, IL",0.5786
1097007500,"Prichard, AL",0.5785
22093040400,"Convent, LA",0.5784
42101013900,"Cecil B. Moore, Philadelphia, PA",0.5783
39049005900,"South Columbus, Columbus, OH",0.5783
1101000300,"Montgomery, AL",0.5783
34013001600,"Fairmount, Newark, NJ",0.5781
5093010200,"Blytheville, AR",0.5781
17091011500,"Kankakee, IL",0.578
48303001300,"Slaton-Bean, Lubbock, TX",0.5778
39061003700,"Walnut Hills, Cincinnati, OH",0.5776
1053970600,"Atmore, AL",0.5776
17031271400,"East Garfield Park, Chicago, IL",0.5775
17031836100,"South Side, Chicago, IL",0.5774
17031842500,"Greater Grand Crossing, Chicago, IL",0.5773
29155470300,"Caruthersville, MO",0.5771
18089031000,"East Chicago, IN",0.5771
39061008400,"College Hill, Cincinnati, OH",0.577
42101010800,"Mantua, Philadelphia, PA",0.5769
36055000700,"Upper Falls, Rochester, NY",0.5769
1125011800,"Tuscaloosa, AL",0.5769
5035030702,"Marion, AR",0.5768
1055001000,"Gadsden, AL",0.5768
37063002300,"Hillside Avenue/St. Teresa, Durham, NC",0.5767
13213010201,"Chatsworth, GA",0.5767
17031841600,"Lawndale, Chicago, IL",0.5766
55079008700,"Park West, Milwaukee, WI",0.5764
17031841800,"South Side, Chicago, IL",0.5761
28027950600,"Clarksdale, MS",0.576
39153503400,"East Akron, Akron, OH",0.5759
1097001001,"Georgia Avenue, Mobile, AL",0.5759
47157011600,"South Memphis, Memphis, TN",0.5758
37195000200,"Wilson, NC",0.5756
13185011000,"Valdosta, GA",0.5755
18097350100,"Indianapolis, IN",0.5754
4013812000,"Chandler, AZ",0.5753
39095002900,"Toledo, OH",0.5753
13121008500,"Grove Park, Atlanta, GA",0.5753
24510110200,"Downtown, Baltimore, MD",0.5753
39113000300,"Wesleyan Hill, Dayton, OH",0.5751
32003000302,"Las Vegas, NV",0.5751
17031351100,"Bronzeville, Chicago, IL",0.5749
39035119300,"Woodland Hills, Cleveland, OH",0.5749
18089010302,"Gary, IN",0.5747
17167001600,"Springfield, IL",0.5745
55079006600,"North Division, Milwaukee, WI",0.5741
18097353500,"Ransom Place, Indianapolis, IN",0.5738
17031680900,"Englewood, Chicago, IL",0.5737
1015000300,"Anniston, AL",0.5736
12115000300,"Newtown, Sarasota, FL",0.5735
42101015102,"North Philadelphia, Philadelphia, PA",0.5735
37015960300,"Lewiston Woodville, NC",0.5735
1101001200,"Montgomery, AL",0.5734
28049001900,"Greater Belhaven, Jackson, MS",0.5734
20209044101,"Victory Hills, Kansas City, KS",0.5733
47065011001,"Soddy-Daisy, TN",0.5733
47157011200,"North Memphis, Memphis, TN",0.5733
24510090400,"Better Waverly, Baltimore, MD",0.5732
24510080700,"Broadway East, Baltimore, MD",0.5731
39095003600,"ONYX, Toledo, OH",0.5729
39061008601,"North Fairmount, Cincinnati, OH",0.5728
48439103601,"Stop 6/Poly Oversight Assn, Fort Worth, TX",0.5726
17031838000,"Near West Side, Chicago, IL",0.5725
17031671500,"Englewood, Chicago, IL",0.5724
24510080102,"Belair - Edison, Baltimore, MD",0.5724
24510271001,"Baltimore, MD",0.5722
22071000701,"Lower Ninth Ward, New Orleans, LA",0.5722
21111001700,"California, Louisville, KY",0.5721
17031681000,"Englewood, Chicago, IL",0.5721
29095016500,"East Side, Kansas City, MO",0.572
12031001300,"Brentwood, Jacksonville, FL",0.5718
26005032401,"Holland, MI",0.5717
47157008110,"Imogene Heights, Memphis, TN",0.5717
17031252000,"Austin, Chicago, IL",0.5717
17031671100,"Englewood, Chicago, IL",0.5716
48439104505,"Morningside, Fort Worth, TX",0.5715
29510112200,"Academy/Sherman Park, St. Louis, MO",0.5715
48057000200,"Port Lavaca, TX",0.5715
17031330200,"Near South Side, Chicago, IL",0.5715
4013611100,"Westwing Mountain, Peoria, AZ",0.5713
13021010500,"Macon, GA",0.5712
34013004300,"Upper Clinton Hill, Newark, NJ",0.5711
18097352100,"Martindale-Brightwood, Indianapolis, IN",0.5711
17143000300,"Peoria, IL",0.5711
13115002100,"Rome, GA",0.571
12105012407,"Polk City, FL",0.5709
47157000600,"Hollywood, Memphis, TN",0.5707
18091040100,"Michigan City, IN",0.5707
47157011500,"Memphis, TN",0.5706
13121001800,"Old Fourth Ward, Atlanta, GA",0.5705
13121004800,"Capital Gateway, Atlanta, GA",0.5705
5011950400,"Warren, AR",0.5703
35049001304,"Santa Fe, NM",0.57
24510070400,"Gay Street, Baltimore, MD",0.57
18097350300,"Crown Hill, Indianapolis, IN",0.57
55079006000,"Uptown, Milwaukee, WI",0.57
22047953102,"Plaquemine, LA",0.5699
12031000300,"Urban Core, Jacksonville, FL",0.5699
20209042002,"Riverview, Kansas City, KS",0.5698
24510030100,"Perkins Homes, Baltimore, MD",0.5697
22033000300,"Mid City North, Baton Rouge, LA",0.5696
13121006200,"Oakland City, Atlanta, GA",0.5696
51740212100,"Portsmouth, VA",0.5696
18141002800,"Rum Village, South Bend, IN",0.5694
47157010300,"Frayser, Memphis, TN",0.5694
39153506500,"West Akron, Akron, OH",0.5694
24510090800,"East Baltimore Midway, Baltimore, MD",0.5693
17031230100,"Humboldt Park, Chicago, IL",0.5692
28063950200,"Fayette, MS",0.5691
24510160300,"Sandtown-Winchester, Baltimore, MD",0.569
28035010700,"Hattiesburg, MS",0.569
22071001401,"Florida Area, New Orleans, LA",0.569
48439104602,"Glencrest, Fort Worth, TX",0.5688
26163532300,"Boston Edison, Detroit, MI",0.5688
12011030600,"Pompano Beach, FL",0.5688
12095017600,"Apopka, FL",0.5688
39049001400,"South Linden, Columbus, OH",0.5687
17031821500,"Riverdale, IL",0.5687
17031834800,"Englewood, Chicago, IL",0.5687
13099090100,"Damascus, GA",0.5687
39035118900,"Hough, Cleveland, OH",0.5687
34013004200,"Upper Clinton Hill, Newark, NJ",0.5686
1097007700,"Prichard, AL",0.5686
45085001500,"Sumter, SC",0.5685
17031691100,"South Side, Chicago, IL",0.5685
22019000100,"Lake Charles, LA",0.5684
10003002200,"Hilltop, Wilmington, DE",0.5684
29095005400,"East Side, Kansas City, MO",0.5682
32003003616,"North Las Vegas, NV",0.5681
19013001800,"Waterloo, IA",0.5681
26163512600,"Detroit, MI",0.5681
26021002200,"Benton Harbor, MI",0.5681
12057003900,"Historic Ybor, Tampa, FL",0.568
13093970100,"Unadilla, GA",0.5679
42101017100,"Allegheny West, Philadelphia, PA",0.5679
28027950700,"Clarksdale, MS",0.5678
1013953000,"Greenville, AL",0.5677
26163504300,"Detroit, MI",0.5677
26163527200,"Detroit, MI",0.5676
17031611700,"South Side, Chicago, IL",0.5675
17167002400,"Springfield, IL",0.5673
39049000720,"South Linden, Columbus, OH",0.5673
12105011100,"Lakeland, FL",0.5672
17031270500,"Garfield Park, Chicago, IL",0.5672
