tract,Name,Employment_Rate_at_Age_35
6085504417,"Milpitas, CA",1
34021004502,"Princeton, NJ",1
6001450601,"Pleasanton, CA",1
6085509901,"Blossom Valley, Mountain View, CA",1
4021001703,"Maricopa, AZ",1
48355005414,"South Side, Corpus Christi, TX",1
6085507002,"Los Gatos, CA",1
48201340301,"Clear Lake, Houston, TX",1
17197980100,"Lockport, IL",1
12071050207,"Fort Myers, FL",1
41051006001,"Homestead, Portland, OR",1
37179021006,"Waxhaw, NC",1
49043964401,"Park City, UT",1
37053110101,"Corolla, NC",1
36109000400,"Ithaca, NY",1
42017105208,"Newtown, PA",1
34031371503,,1
31055007449,"West Omaha, Omaha, NE",1
51013101601,"North Highland, Arlington, VA",1
24031705400,"Chevy Chase, MD",1
25025120103,"Jamaica Hills / Pond, Boston, MA",1
42003070300,"Shadyside, Pittsburgh, PA",1
42029301800,"Chester Springs, PA",1
13089022401,"Atlanta, GA",1
55133203405,"Merton Terraces, Hartland, WI",1
42101038600,"Chestnut Hill, Philadelphia, PA",1
8001008548,"Thornton, CO",1
15003008931,"Mililani Mauka - Launani Valley, Wahiawa, HI",1
51153901415,"Bristow, VA",1
36047080800,"Kings County, NY",1
51510200404,"Landmark, Alexandria, VA",1
31055007314,"Bennington, NE",1
12011042400,"East Fort Lauderdale, Fort Lauderdale, FL",1
48121021524,"Heritage Lakes, Frisco, TX",1
8035014013,"Castle Rock, CO",1
26125166700,"Farmington Hills, MI",1
48491020203,"Sun City, Georgetown, TX",1
34027043302,"Morristown, NJ",1
39043040600,"Cedar Point, Sandusky, OH",1
20173010108,"Wichita, KS",1
37183053717,"Umstead, Raleigh, NC",1
72069180302,"Humacao, PR",1
8117000402,"Breckenridge, CO",1
51153901511,"Haymarket, VA",1
8037000200,"Gypsum, CO",1
48029191810,"Summerglen, San Antonio, TX",1
56039967701,"Jackson, WY",1
4013061021,"Dysart Ranch, Litchfield Park, AZ",1
51059415600,"Alexandria, VA",1
10005051201,"Ocean View, DE",1
39049006236,"The Woods of Dublin, Dublin, OH",1
31055007513,"Elkhorn, Omaha, NE",1
25017317201,"Chelmsford, MA",1
9009348125,"Heritage Village, Southbury, CT",1
30101000100,"Sweet Grass, MT",1
39061027300,"Terrace Park, OH",1
39153530700,"Silver Lake, OH",0.9986
6079011504,"San Luis Obispo, CA",0.998
29095018200,"Lee's Summit, MO",0.9977
32003005358,"Paradise Hills, Henderson, NV",0.9973
12099004902,"Lake Worth, FL",0.9971
32031003305,"Incline Village, NV",0.9967
17031071100,"Lincoln Park, Chicago, IL",0.9967
4021001711,"Maricopa, AZ",0.9965
8107000700,"Steamboat Springs, CO",0.9959
25017338300,"Winchester, MA",0.9958
17031800100,"Glencoe, IL",0.9925
48121021719,"Lewisville, TX",0.9922
36061014700,"Lincoln Square, New York, NY",0.9922
27003050821,"Blaine, MN",0.992
55025010100,"Madison, WI",0.9908
51700050305,,0.9903
48201251503,"Kingwood, Houston, TX",0.9898
27019090401,"Chaska, MN",0.9898
31055006804,"South Central Omaha, Omaha, NE",0.9883
48121021724,"Flower Mound, TX",0.986
12099007834,"Palm Beach Gardens, FL",0.985
42103950302,"Paupack, PA",0.984
17031804102,"Palatine, IL",0.9832
9003497200,"West Hartford, CT",0.9832
48201555301,"Northampton Estates, Spring, TX",0.9829
48453001761,"Austin, TX",0.9811
4013105103,"Paradise Valley Village, Paradise Valley, AZ",0.981
25017386100,"Sherborn, MA",0.9808
48121021526,"Shaddock Creek Estates, Frisco, TX",0.9808
34013020901,"Essex Fells, NJ",0.9799
17097863604,"Libertyville, IL",0.9794
4013040516,"Festival Ranch, Buckeye, AZ",0.9788
9009165300,"Hamden, CT",0.9783
42003310300,"New Homestead, Munhall, PA",0.978
24003730601,"Millersville, MD",0.9771
17043846521,"Naperville, IL",0.9771
25019950307,"Eel Point, Nantucket, MA",0.9767
55139000700,"Oshkosh, WI",0.976
31055007471,"Omaha, NE",0.9747
37183053004,"Lochmere, Cary, NC",0.9746
27053010700,"Southwest Minneapolis, Minneapolis, MN",0.9733
10003001300,"Highlands, Wilmington, DE",0.9727
42003446000,"Edgeworth, PA",0.9712
48085030407,"Starwood - Chamberlyne Place Village, Frisco, TX",0.9709
8049000202,"Tabernash, CO",0.9708
26125190700,"Oakland charter Township, MI",0.9705
17031819900,"Western Springs, IL",0.9692
34007607504,"Voorhees Township, NJ",0.969
8123002011,"Erie, CO",0.9686
48029191812,"Far North Central, San Antonio, TX",0.9685
6085510500,"North Los Altos, Los Altos, CA",0.967
6037920026,"Santa Clarita, CA",0.9656
8069002401,"Red Feather Lakes, CO",0.9655
9001245600,"Ridgefield, CT",0.9647
51107611805,"Chantilly, VA",0.9643
31153010701,"Gretna, NE",0.9642
34013020100,"Essex County, NJ",0.964
6081611500,"Lindenwood, Atherton, CA",0.9637
19061001204,"Dubuque, IA",0.9637
48085030522,"McKinney, TX",0.9625
34035053801,"Millstone, NJ",0.9623
48113007605,"Northwest Dallas, Dallas, TX",0.9623
6075017101,"Ashbury Heights, San Francisco, CA",0.9623
6111005700,"Camarillo, CA",0.962
8123002012,"Frederick, CO",0.9618
6071011102,"Green Valley Lake, CA",0.9615
9001060500,"Southport, Fairfield, CT",0.961
22071013302,"Gentilly, New Orleans, LA",0.9608
6075012602,"Marina District, San Francisco, CA",0.9595
17031062300,"Lake View, Chicago, IL",0.9579
36093032502,"Schenectady, NY",0.9572
17097863603,"Libertyville, IL",0.9568
1089001902,"Huntsville, AL",0.9566
37183053805,"Swans Mill, Raleigh, NC",0.9563
22033002802,"Highlands/Perkins, Baton Rouge, LA",0.9551
17031411100,"Hyde Park, Chicago, IL",0.9548
39113040305,"Montgomery County, OH",0.9548
12021011001,"City of Marco, Marco Island, FL",0.9547
49035110103,"Salt Lake City, UT",0.9546
17043842708,"Glen Ellyn, IL",0.9538
55025001606,"Madison, WI",0.9536
36005029301,"Bronx County, NY",0.953
12057014008,"Sun City Center, FL",0.9525
45079002300,"Heathwood, Columbia, SC",0.952
8013061300,"Louisville, CO",0.9514
6085510100,"Woodland Acres - The Highlands, Los Altos, CA",0.9514
36103147100,"Bay Shore, NY",0.9503
4013116730,"Ahwatukee Foothills Village, Phoenix, AZ",0.9498
27037060823,"Apple Valley, MN",0.9483
12099005937,"Delray Beach, FL",0.9479
20091052604,"Shawnee, KS",0.9478
34027042302,"Morris Plains, NJ",0.9472
31055007460,"Omaha, NE",0.9465
34035053901,"Rocky Hill, NJ",0.9462
51013100200,"Yorktown, Arlington, VA",0.945
9003496500,"West Hartford, CT",0.9449
27089080300,"Argyle, MN",0.9448
37183053610,"Brier Creek Country Club, Raleigh, NC",0.9445
37119005908,"Steele Creek, Charlotte, NC",0.9438
18003011608,"Fort Wayne, IN",0.9437
6081613200,"Central Portola Valley, Portola Valley, CA",0.9436
17113000505,"Bloomington, IL",0.9427
34035050902,"Martinsville, Bridgewater, NJ",0.9426
36005033400,"Bronx County, NY",0.9424
27037060744,"Eagan, MN",0.9423
42029300104,"Berwyn, PA",0.9415
42043021901,"Harrisburg, PA",0.9411
34017015001,"Guttenberg, NJ",0.9406
48157673102,"Katy, TX",0.9403
25021442201,"Franklin, MA",0.9402
37031970303,"Beaufort, NC",0.9402
6061023700,"Lincoln, CA",0.94
36119009900,"Scarsdale, NY",0.94
37183052506,"Brookhaven, Raleigh, NC",0.9394
36041950100,"Long Lake, NY",0.9391
27137013500,"Gilbert, MN",0.939
42027012300,"State College, PA",0.9384
29189221626,"Wildwood, MO",0.9377
36047001100,"Kings County, NY",0.9375
9005300400,"Litchfield, CT",0.9375
12109020806,"Saint Johns, FL",0.9374
48201540901,"Hearthstone, Houston, TX",0.937
13067030340,"Marietta, GA",0.9369
12095015801,"Winter Park, FL",0.9354
46067968800,"Tripp, SD",0.9349
27129790200,"Bird Island, MN",0.9348
12071030201,"Fort Myers, FL",0.934
36067015500,"East Syracuse, NY",0.9334
45051060207,"Myrtle Beach, SC",0.9329
26163556600,"Livonia, MI",0.9322
34007603602,"Barclay-Kingston, Cherry Hill, NJ",0.932
10003013505,"Newark, DE",0.9319
36029006302,"Albright, Buffalo, NY",0.9316
51059481102,"Oak Hill, VA",0.9315
48121020111,"Country Club Ridge At The Trails, Frisco, TX",0.931
8005005622,"Columbine Valley, CO",0.9301
42019912304,"Cranberry Township, PA",0.9296
13133950301,"Greensboro, GA",0.9295
27053024005,"Minneapolis, MN",0.9293
31153010631,"Gretna, NE",0.9289
48099010201,"Gatesville, TX",0.9284
19103002300,"Lincoln, Iowa City, IA",0.9283
12095016731,"Orlando, FL",0.9282
12099007828,"West Palm Beach, FL",0.9281
51760050600,"Near West End, Richmond, VA",0.928
4013216851,"North Scottsdale, Scottsdale, AZ",0.9272
9011693700,"Waterford, CT",0.9272
17113005101,"Bloomington, IL",0.9271
42003070600,"Shadyside, Pittsburgh, PA",0.9271
8041004402,"Colorado Springs, CO",0.9266
48085030512,"Hunters Creek, Frisco, TX",0.9263
31079001300,"Doniphan, NE",0.9253
12086007801,"Miami, FL",0.9246
31091956700,"Mullen, NE",0.9246
9005250100,"Bridgewater, CT",0.9245
45015020403,"Charleston, SC",0.9245
13121011505,"Roswell, GA",0.9244
34025801100,"Middletown, NJ",0.9242
26161406000,"King, Ann Arbor, MI",0.9241
8014031400,"Broomfield, CO",0.924
51153901235,"Lake Ridge, VA",0.9238
34025801300,"Red Bank, NJ",0.9231
51153901504,"Gainesville, VA",0.9231
34007608904,"Waterford Works, Waterford, NJ",0.9222
12099005935,"Delray Beach, FL",0.9222
48113013300,"North Dallas, Dallas, TX",0.9219
18163000500,"Gum-Bayard-Chandler, Evansville, IN",0.9209
24031705902,"Bannockburn, Bethesda, MD",0.9207
6071010803,"Crestline, CA",0.9206
6113010607,"Willowcreek, Davis, CA",0.92
6013345113,"Danville, CA",0.92
31109003716,"Lincoln, NE",0.9196
6075010400,"North Beach, San Francisco, CA",0.9194
16005981800,"Pocatello, ID",0.9192
42129802103,"Murrysville, PA",0.9191
15003008410,"Ewa, Ewa Beach, HI",0.9188
41005980000,"Estacada, OR",0.9185
27139081200,"New Prague, MN",0.9185
36055012305,"Pittsford, NY",0.9183
51059480504,"Reston, VA",0.918
33003955100,"Bartlett, NH",0.9177
34001012602,"Linwood, NJ",0.9173
42003420000,"Blawnox, PA",0.917
20069962600,"Cimarron, KS",0.917
36059303400,"East Williston, NY",0.9168
37183053006,"Ivory Hills, Apex, NC",0.9168
25025010701,"Back Bay West, Boston, MA",0.9165
8035013911,"Parker, CO",0.9164
27153790800,"Grey Eagle, MN",0.9163
20091053302,"Leawood South, Leawood, KS",0.9163
20091053109,"Parkbridge, Overland Park, KS",0.9161
4013812500,"Chandler, AZ",0.9161
36119013800,"Croton-on-Hudson, NY",0.9159
17113000502,"Normal, IL",0.9157
12015010403,"Punta Gorda, FL",0.9157
56035000102,"Pinedale, WY",0.9154
9001042900,"Norwalk, CT",0.9153
42095016202,"Northampton, PA",0.9153
27077460400,"Williams, MN",0.9153
26163551700,"Grosse Pointe Woods, MI",0.9151
32003005716,"Henderson, NV",0.915
55131420402,"West Bend, WI",0.9149
42045400900,"Drexel Hill, Upper Darby, PA",0.9149
34025808702,"Manasquan, NJ",0.9147
27147960700,"Owatonna, MN",0.9146
34027043303,"Morristown, NJ",0.9146
34003061200,"Wyckoff, NJ",0.9143
27013171000,"Lake Crystal, MN",0.9137
42017103300,"Quakertown, PA",0.9132
48121020105,"Aubrey, TX",0.913
48029181825,"Northwest Side, San Antonio, TX",0.9129
25025110601,"Brook Farm, Boston, MA",0.9128
36103158402,"Shoreham, NY",0.9128
17019001206,"Champaign, IL",0.9127
55133204002,"Eagle, WI",0.9126
36059302501,"Roslyn Heights, NY",0.9126
19147960400,"Ruthven, IA",0.9123
36059519704,"Plainview, NY",0.9122
27053026014,"Eden Prairie, MN",0.9121
49049010110,"Lehi, UT",0.912
27037060819,"Lakeville, MN",0.9117
30019020300,"Scobey, MT",0.9116
17031819801,"Western Springs, IL",0.9113
25025010702,"Back Bay East, Boston, MA",0.9103
36091061301,"Saratoga Springs, NY",0.9101
21035010301,"Murray, KY",0.91
39035156101,"Independence, OH",0.9098
17043842601,"Wheaton, IL",0.9098
42029302804,"West Chester, PA",0.9098
36059302700,"North New Hyde Park, NY",0.9098
9001090100,"Trumbull, CT",0.9097
4019004721,"Tucson, AZ",0.9096
53033032211,"Issaquah, WA",0.9095
55133200500,"Fair Oak Manor, Menomonee Falls, WI",0.9092
25023520202,"Abington, MA",0.9089
13211010500,"Madison, GA",0.9088
46103011001,"Rapid City, SD",0.9088
17085020401,"The Galena Territory, Galena, IL",0.9084
8035013905,"Parker, CO",0.9083
34023002301,"Colonia, Woodbridge Township, NJ",0.9079
36029010103,"Buffalo, NY",0.9079
26125191200,"Rochester, MI",0.9078
37119006210,"Huntersville, NC",0.9078
51153901005,"Manassas, VA",0.9077
6041118100,"San Anselmo, CA",0.9073
18091041200,"Michiana Shores, IN",0.9073
17163504353,"O'Fallon, IL",0.9072
41067032609,"Hillsboro, OR",0.9069
29189215004,"St. Louis, MO",0.9069
36029009004,"East Amherst, NY",0.9068
4013811500,"Chandler, AZ",0.9066
35001004737,"Arrowwood Hills, Albuquerque, NM",0.9064
51107611012,"Ashburn, VA",0.9063
27053105500,"Calhoun Isles, Minneapolis, MN",0.9062
27019090502,"Chanhassen, MN",0.9061
54049020400,"Fairmont, WV",0.9061
8113968200,"Redvale, CO",0.9056
4021002002,"Eloy, AZ",0.9055
42003475102,"Bethel Park, PA",0.9055
38017040300,"Casselton, ND",0.9054
19153011027,"West Des Moines, IA",0.9054
36103158203,"Setauket- East Setauket, NY",0.9054
31109003714,"Lincoln, NE",0.9052
32003005015,"Las Vegas, NV",0.9051
8035014107,"Northridge, Littleton, CO",0.905
55071000200,"Manitowoc, WI",0.9047
38097970400,"Hillsboro, ND",0.9047
29189215105,"Chesterfield, MO",0.9046
42003429201,"Pittsburgh, PA",0.9046
34007610600,"Pennsauken Township, NJ",0.9043
27037061001,"Hastings, MN",0.9042
27123042503,"Maplewood, MN",0.9042
25017373700,"Newton Centre, Newton, MA",0.9037
32003003242,"Las Vegas, NV",0.9035
39107967700,"Coldwater, OH",0.9023
51107611023,"Ashburn, VA",0.9023
27099000200,"Austin, MN",0.9021
17043845901,"Burr Ridge, IL",0.9021
27119020300,"East Grand Forks, MN",0.9019
6013345108,"San Ramon, CA",0.9012
26125150200,"Bloomfield Hills, MI",0.9012
6111007406,"Oak Park, CA",0.9012
21111009800,"Louisville, KY",0.9011
30083070100,"Fairview, MT",0.901
53009000400,"Beaver, WA",0.9009
12085381900,,0.9008
8123001407,"Greeley, CO",0.9007
55079090200,"Wauwatosa, WI",0.9003
4013612000,"North Gateway, Phoenix, AZ",0.9001
27009020300,"Sauk Rapids, MN",0.9001
19157370200,"Grinnell, IA",0.9
42081011601,"Duboistown, PA",0.9
38097970300,"Hillsboro, ND",0.9
27011950300,"Ortonville, MN",0.8998
31089974200,"Atkinson, NE",0.8997
27139080202,"Savage, MN",0.8995
25017318400,"Westford, MA",0.8995
26125152600,"Birmingham, MI",0.8993
27049080900,"Zumbrota, MN",0.8991
8005005634,"Littleton, CO",0.8991
27123035000,"Merriam Park, Saint Paul, MN",0.8989
32031003514,"Sparks, NV",0.8989
8031004002,"South, Denver, CO",0.8986
51041100935,"Midlothian, VA",0.8983
27053024500,"Minneapolis, MN",0.8982
36055011205,"Webster, NY",0.8979
15003009503,"Schofield Barracks, HI",0.8978
27109001402,"Rochester, MN",0.8978
27013171300,"Mankato, MN",0.8977
46023970100,"Platte, SD",0.8976
27053025803,"West Bloomington, Bloomington, MN",0.8974
46099001803,"Sioux Falls, SD",0.8974
37097061204,"Mooresville, NC",0.8973
18073100400,"De Motte, IN",0.8971
36087012000,"Suffern, NY",0.897
36093032504,"Schenectady, NY",0.8969
29189217841,"Chesterfield, MO",0.8967
27037060829,"Apple Valley, MN",0.8966
4015950401,"Dolan Springs, AZ",0.8965
51810043200,"Fort Story, Virginia Beach, VA",0.8965
55079186300,"Westown, Milwaukee, WI",0.8965
37179021011,"Wesley Chapel Village Commons, Wesley Chapel, NC",0.8965
39035152101,"Euclid, OH",0.8965
26125194300,"Rochester Hills, MI",0.8964
6037920011,"Santa Clarita, CA",0.8964
27103480502,"North Mankato, MN",0.8963
36029011500,"Buffalo, NY",0.8963
42011014000,"Kutztown, PA",0.8961
6097151602,"Oakmont Village Association, Santa Rosa, CA",0.896
35043940600,"Jemez Pueblo, NM",0.8957
38093967000,"Buchanan, ND",0.8957
48041002012,"College Station, TX",0.8957
39151711502,"Canton, OH",0.8957
19047070500,"Manilla, IA",0.8957
6073008365,"Rancho Peñasquitos, San Diego, CA",0.8956
42101022000,"Northwest Philadelphia, Philadelphia, PA",0.8955
19033950900,"Clear Lake, IA",0.8955
17111871207,"Lake in the Hills, IL",0.8954
27047181000,"Glenville, MN",0.8953
12071040111,"Legends Golf & Country Club, Fort Myers, FL",0.8952
55025010200,"Madison, WI",0.8952
25017314302,"Dracut, MA",0.895
29095014120,"Blue Springs, MO",0.8947
20091053110,"Windham Park, Overland Park, KS",0.8947
12071050306,"Bonita Springs, FL",0.8947
51013101401,"Bluemont, Arlington, VA",0.8945
48491020806,"Round Rock, TX",0.8945
50023955800,"Waitsfield, VT",0.8943
51013103502,"Aurora Highlands, Arlington, VA",0.8943
51107611025,"Brambleton, VA",0.8942
13089021213,"Dunwoody, GA",0.8942
27119020800,"Fertile, MN",0.8941
17097863300,"Lake Bluff, IL",0.8941
40119010300,"Stillwater, OK",0.894
32031002207,"Reno, NV",0.8938
22103041208,"Mandeville, LA",0.8938
39107967800,"Celina, OH",0.8937
6037920328,"Santa Clarita, CA",0.8933
27127750300,"Redwood Falls, MN",0.8933
9003514101,"Buckley, Manchester, CT",0.893
26163564401,"Canton, MI",0.893
17031824119,"Orland Park, IL",0.893
42045410200,"Chadds Ford, PA",0.8929
42003474202,"Upper Saint Clair, PA",0.8929
39061021102,"Mack South, Cincinnati, OH",0.8929
4013071516,"Plaza Del Rio, Peoria, AZ",0.8927
48085030529,"McKinney, TX",0.8926
19019950300,"Jesup, IA",0.8925
55071005200,"Two Rivers, WI",0.8925
45019000600,"Charleston, SC",0.8924
12099005923,"Boynton Beach, FL",0.8919
27163071011,"Woodbury, MN",0.8919
36059520501,"South Farmingdale, NY",0.8918
17043846413,"Naperville, IL",0.8916
24031701002,"Rockville, MD",0.8916
25017384001,"Framingham, MA",0.8916
26125136300,"Novi, MI",0.8914
29189220703,"Sappington, MO",0.8913
8005005636,"Greenwood Village, CO",0.8911
4021000604,"Tucson, AZ",0.8911
17097864407,"Lake Zurich, IL",0.891
34027044404,"White Meadow Lake, Rockaway, NJ",0.891
46079960300,"Wentworth, SD",0.8908
17167003902,"Rochester, IL",0.8908
18127051008,"Valparaiso, IN",0.8906
19061010400,"Farley, IA",0.8905
24001001502,"Ellerslie, MD",0.8904
6061023200,"Lincoln Crossing, Lincoln, CA",0.8903
20009971100,"Ellinwood, KS",0.8903
54033032101,"Bridgeport, WV",0.8902
36027190101,"Wappingers Falls, NY",0.8901
24031706013,"Bethesda, MD",0.8901
6081606900,"San Mateo, CA",0.8901
15003008407,"Ewa, Ewa Beach, HI",0.8901
48157674601,"Greatwood Shores, Sugar Land, TX",0.89
4019004050,"Catalina Ranch Estates, Tucson, AZ",0.89
48201413201,"Braeswood Place, Houston, TX",0.8899
20091051904,"Oak Park, Overland Park, KS",0.8898
12117020703,"Longwood, FL",0.8897
12101032112,"Meadow Pointe, Wesley Chapel, FL",0.8897
33005971401,"Keene, NH",0.8895
45013010700,"Hilton Head Island, SC",0.8895
72007230502,"Caguas, PR",0.8895
42079211702,"Wilkes-Barre, PA",0.8894
25017357400,"Belmont, MA",0.8894
27053026201,"Minnetonka, MN",0.8894
42003141100,"Swisshelm Park, Pittsburgh, PA",0.8892
6073000201,"Mission Hills, San Diego, CA",0.8892
55079018100,"Bay View, Milwaukee, WI",0.8892
31109001302,"Lincoln, NE",0.889
20083461100,"Jetmore, KS",0.889
27107960300,"Ada, MN",0.889
26037010500,"Fowler, MI",0.8889
46115000200,"Redfield, SD",0.8889
55055100601,"Lake Mills, WI",0.8887
8035014007,"Meridian, Englewood, CO",0.8886
9015820000,"Hampton, CT",0.8885
37119003015,"Sardis Forest, Charlotte, NC",0.8883
55133202600,"Waukesha, WI",0.8883
26125192200,"North Fairview Farms, Rochester Hills, MI",0.8883
27053108000,"Calhoun Isles, Minneapolis, MN",0.8882
55133203702,"Twin Oaks, Delafield, WI",0.8882
36059411500,"Hewlett, NY",0.8882
25005985600,"North Easton, Easton, MA",0.8882
17169970300,"Rushville, IL",0.8881
20209044804,"I-435 West KC-KS, Kansas City, KS",0.8881
46011958900,"Brookings, SD",0.888
6055201101,"Napa, CA",0.8879
9001060100,"Fairfield, CT",0.8879
39107968000,"Fort Recovery, OH",0.8878
28047000900,"Biloxi, MS",0.8877
19113000902,"Cedar Rapids, IA",0.8876
17097863801,"Libertyville, IL",0.8875
27053111200,"Southwest Minneapolis, Minneapolis, MN",0.8875
19191950300,"Decorah, IA",0.8874
42011012500,"Temple, PA",0.8874
32007951600,"Carlin, NV",0.8873
12011040503,"East Fort Lauderdale, Fort Lauderdale, FL",0.8871
18003011609,"Fort Wayne, IN",0.8871
9003466300,"Simsbury Center, Simsbury, CT",0.8871
9001045101,"Wilton, CT",0.887
17031801100,"Wilmette, IL",0.887
9001230200,"Newtown, Newtown, CT",0.8869
27053106600,"Calhoun Isles, Minneapolis, MN",0.8869
46083010105,"Tea, SD",0.8869
20179952600,"Hoxie, KS",0.8868
48085030520,"Dominion at Panther Creek, Frisco, TX",0.8867
38067950200,"Walhalla, ND",0.8866
19089960100,"Cresco, IA",0.8866
55025011401,"Madison, WI",0.8864
30017961800,"Miles City, MT",0.8863
15009030100,"Hana, HI",0.8863
27011950100,"Ortonville, MN",0.886
51059440702,"Annandale, VA",0.886
2230000100,"Skagway, AK",0.8859
17161023000,"Rock Island, IL",0.8859
12119911000,"Bushnell, FL",0.8859
36055012600,"Rochester, NY",0.8858
34013017900,"West Orange, NJ",0.8858
30031001500,"West Yellowstone, MT",0.8858
13121010204,"Sandy Springs, GA",0.8858
24031704502,"Bethesda, MD",0.8857
18151971000,"Angola, IN",0.8856
19153003100,"Westwood, Des Moines, IA",0.8856
18173030704,"Newburgh, IN",0.8855
27067781100,"Atwater, MN",0.8854
20073965800,"Severy, KS",0.8854
46099010300,"Hartford, SD",0.8853
39035130104,"Bay Village, OH",0.885
34035053905,"Belle Mead, Montgomery, NJ",0.885
34013016200,"Upper Montclair, Montclair, NJ",0.8849
47187051001,"Franklin, TN",0.8849
27139080906,"Prior Lake, MN",0.8849
6013355114,"Danville, CA",0.8848
18151970900,"Fremont, IN",0.8847
42091205801,"King of Prussia, PA",0.8845
55079091300,"Wauwatosa, WI",0.8845
39049007041,"Northwoods, Columbus, OH",0.8844
19011960500,"Atkins, IA",0.8844
55085971100,"Tomahawk, WI",0.8844
8035014009,"Parker, CO",0.8843
12105014803,"Bartow, FL",0.8842
51650011400,"Phoebus, Hampton, VA",0.8842
15007040800,"Hanapepe, HI",0.8841
26125150800,"Bloomfield Hills, MI",0.884
10005051007,"Rehoboth Beach, DE",0.884
9003494100,"Newington, CT",0.8839
51059460900,"Vienna, VA",0.8839
31109003719,"Lincoln, NE",0.8838
51041101013,"Midlothian, VA",0.8838
6085504413,"Milpitas, CA",0.8838
27163070602,"Stillwater, MN",0.8836
27145010600,"Melrose, MN",0.8836
31061964600,"Upland, NE",0.8836
27047180900,"Albert Lea, MN",0.8834
19113010400,"Springville, IA",0.8834
36047065000,"Kings County, NY",0.8833
46127020200,"Elk Point, SD",0.8833
8093000400,"Fairplay, CO",0.8832
19031450200,"Mechanicsville, IA",0.8831
34023000901,"South Plainfield, NJ",0.8831
17043842711,"Wheaton, IL",0.883
36029014204,"Lancaster, NY",0.8829
39017011110,"Butler County, OH",0.8829
20183475800,"Smith Center, KS",0.8829
36119011102,"Ardsley, NY",0.8828
27109001501,"John Adams, Rochester, MN",0.8827
15003008609,"Kapolei, HI",0.8826
51107611015,"Ashburn, VA",0.8826
51510200403,"Landmark, Alexandria, VA",0.8823
19153003001,"Waveland Park, Des Moines, IA",0.8823
27027030201,"Hawley, MN",0.8822
51013102901,"Shirlington, Arlington, VA",0.8821
4013061039,"Copper Canyon Ranch, Surprise, AZ",0.882
17031070103,"Lincoln Park, Chicago, IL",0.8819
39125960200,"Antwerp, OH",0.8818
12081001913,"Parrish, FL",0.8818
9007541401,"Middletown, CT",0.8817
22051020400,"Metairie, LA",0.8817
4021000319,"Apache Junction, AZ",0.8816
36029012001,"West Seneca, NY",0.8816
6059032045,"Wagon Wheel, Trabuco Canyon, CA",0.8815
46067968700,"Parkston, SD",0.8814
39063000200,"Findlay, OH",0.8813
26163590600,"New Boston, Huron Charter Township, MI",0.8812
19049050812,"West Des Moines, IA",0.8811
55029101000,"Brussels, WI",0.8811
20117090186,"Home, KS",0.881
29095013504,"Lee's Summit, MO",0.8809
48085030524,"McKinney, TX",0.8809
39035123400,"Kamm's Corners, Cleveland, OH",0.8808
8107000100,"Steamboat Springs, CO",0.8808
29095008400,"Country Club District, Kansas City, MO",0.8807
29189215141,"St. Louis, MO",0.8807
4013613600,"Parkridge, Peoria, AZ",0.8807
6055201003,"American Canyon, CA",0.8807
34029726000,"Island Heights, NJ",0.8804
38099958300,"Adams, ND",0.8804
47187050207,"Brentwood, TN",0.8804
38057961700,"Beulah, ND",0.8804
36055011208,"Webster, NY",0.8803
8117000300,"Frisco, CO",0.8803
55087011400,"Appleton, WI",0.8802
51059415700,"Alexandria, VA",0.88
53053070316,"Lakeland Hills, Auburn, WA",0.88
55039040100,"Fond du Lac, WI",0.8799
36029011800,"West Seneca, NY",0.8799
6081612700,"Menlo Park, CA",0.8798
36067014900,"Jamesville, NY",0.8797
26077003002,"Schoolcraft, MI",0.8796
12071050311,"Estero, FL",0.8795
26125167900,"Farmington Hills, MI",0.8795
10005051202,"Bethany Beach, DE",0.8794
26161404400,"Lawton, Ann Arbor, MI",0.8794
24003701101,"Riva, MD",0.8794
24031705901,"Bethesda, MD",0.8793
56003962600,"Basin, WY",0.8792
34035052400,"Basking Ridge, Bernards, NJ",0.8792
19037070400,"New Hampton, IA",0.8791
42133010510,"York, PA",0.8791
12057014012,"Kings Point Condo, Sun City Center, FL",0.8791
48085030516,"McKinney, TX",0.879
18003010815,"Fort Wayne, IN",0.879
36001014608,"Westmere, NY",0.879
25025130300,"West Roxbury, Boston, MA",0.879
8059009848,"Evergreen, CO",0.8789
21117065400,"Crestview Hills, KY",0.8789
39035170201,"Lyndhurst, OH",0.8787
17043846104,"Naperville, IL",0.8787
48121021748,"Flower Mound, TX",0.8787
10003011205,"Wilmington, DE",0.8786
34023007303,"Parlin, Sayreville, NJ",0.8786
34017018701,"Hoboken, NJ",0.8784
17111870808,"Crystal Lake, IL",0.8784
41021960100,"Arlington, OR",0.8784
27027030107,"Felton, MN",0.8783
36067016901,"Tully, NY",0.8783
6065040701,"Norco, CA",0.8783
27139080201,"Savage, MN",0.8782
19137960200,"Red Oak, IA",0.8782
26161425000,"Lawton, Ann Arbor, MI",0.8781
24033800706,"Upper Marlboro, MD",0.8781
48355005413,"South Side, Corpus Christi, TX",0.878
9001230300,"Newtown, CT",0.878
19171290200,"Traer, IA",0.8779
26093743300,"Brighton, MI",0.8778
19013002601,"Cedar Falls, IA",0.8776
36059416100,"Seaford, NY",0.8775
8117000200,"Dillon, CO",0.8774
8069001004,"Nelson Farm, Fort Collins, CO",0.8772
17031090300,"Edison Park, Chicago, IL",0.8772
29183311909,"Lake Saint Louis, MO",0.8772
