tract,Name,Incarceration_Rate
17097863003,"Great Lakes, North Chicago, IL",0.4104
48491020203,"Sun City, Georgetown, TX",0.3864
31153010630,"Omaha, NE",0.3832
47037013602,"Nashville, TN",0.3583
8093000300,"Fairplay, CO",0.3302
48309000300,"Waco, TX",0.3065
37183053601,"Weycroft, Cary, NC",0.2871
42027012100,"University Park, State College, PA",0.273
8019014800,"Idaho Springs, CO",0.257
37119006212,"Huntersville, NC",0.255
25025040100,"Charlestown, Boston, MA",0.2544
39049010100,"Easton, Columbus, OH",0.2526
51800075202,"Suffolk, VA",0.2455
29165030210,"Coves North, Kansas City, MO",0.2391
16013960300,"Ketchum, ID",0.2389
42003140100,"Squirrel Hill North, Pittsburgh, PA",0.2371
36119014903,"Westchester County, NY",0.2354
25025010600,"Prudential / St. Botolph, Boston, MA",0.228
4013105103,"Paradise Valley Village, Paradise Valley, AZ",0.2265
32003002303,"Las Vegas, NV",0.2218
48113019038,"Richardson, TX",0.2201
32003005612,"Overton, Moapa Valley, NV",0.2161
18157010700,"Lafayette, IN",0.2153
4013941200,"Fort McDowell, AZ",0.2147
4021001408,"Casa Grande, AZ",0.2102
13121001600,"Inman Park, Atlanta, GA",0.2071
36063940001,"Sanborn, NY",0.2064
34013020000,"Essex County, NJ",0.2062
51107611015,"Ashburn, VA",0.2045
48085030302,"Prosper, TX",0.2028
48141010319,"El Paso, TX",0.202
48085030517,"McKinney, TX",0.2002
36109000200,"Collegetown, Ithaca, NY",0.1998
15003003200,"Makiki - Lower Punchbowl - Tantalus, Honolulu, HI",0.198
32005001600,"Glenbrook, NV",0.1977
21067003914,"Gleneagles, Lexington, KY",0.1975
51153901504,"Gainesville, VA",0.197
17031808702,"Evanston, IL",0.1942
4013723307,"Estrella Mountain Ranch, Goodyear, AZ",0.1917
6111003012,"South Bank, Oxnard, CA",0.1911
36067004301,"Eastside, Syracuse, NY",0.1908
8001008551,"Thornton, CO",0.1907
6037571600,"Carmelitos, Long Beach, CA",0.1904
48185180400,"Washington, TX",0.1902
36037940100,"Basom, NY",0.1889
12115000802,"Longboat Key, FL",0.1876
2060000100,"Naknek, AK",0.1854
8037000701,"Vail, CO",0.1835
6065043814,"Calimesa, CA",0.1833
4013060802,"Thompson Ranch, El Mirage, AZ",0.1823
1101005504,"Pike Road, AL",0.1823
12103027703,"Indian Shores, FL",0.1815
4019940800,"Sells, AZ",0.1805
55015020308,"Menasha, WI",0.18
35006945800,"Ramah, NM",0.1796
6081613200,"Central Portola Valley, Portola Valley, CA",0.1795
4019940600,"Sells, AZ",0.1781
12027010405,"Arcadia, FL",0.1774
26163522000,"Core City, Detroit, MI",0.1754
8123002018,"Frederick, CO",0.1735
55078940101,"Keshena, WI",0.1734
39103408002,"Medina, OH",0.1726
48235950100,"Mertzon, TX",0.1708
45043920505,"Pawleys Island, SC",0.1696
12057005101,"Downtown, Tampa, FL",0.1682
13051001200,"Kayton/Frazier Area, Savannah, GA",0.1671
8031012001,"Southwest, Denver, CO",0.1659
42043020400,"Midtown, Harrisburg, PA",0.1643
51760040800,"Museum District, Richmond, VA",0.1636
47037016000,"South Nashville, Nashville, TN",0.1625
12005000600,"Mexico Beach Business Center, Mexico Beach, FL",0.162
24003730800,"Arnold, MD",0.1616
13121001400,"Virginia Highland, Atlanta, GA",0.1615
12086014000,"Miami, FL",0.1611
12115002305,"Venice, FL",0.1596
13121009000,"Buckhead, Atlanta, GA",0.1586
9003501400,"Upper Albany, Hartford, CT",0.1571
12099005935,"Delray Beach, FL",0.1571
55079008500,"Lindsay Heights, Milwaukee, WI",0.1566
6037575500,"Lower Westside, Long Beach, CA",0.1558
4021000210,"Skyline Ranch, Queen Creek, AZ",0.1551
54011000600,"Huntington, WV",0.1543
1117030502,"Calera, AL",0.1542
19153011203,"Clive, IA",0.1523
51760030200,"Downtown, Richmond, VA",0.1519
26021000900,"Saint Joseph, MI",0.1519
1123962600,"Camp Hill, AL",0.1516
51540000600,"Jefferson Park Avenue, Charlottesville, VA",0.1516
4019000100,"Downtown, Tucson, AZ",0.1515
40109105800,"Central Oklahoma City, Oklahoma City, OK",0.151
51680001400,"Liberty University, Lynchburg, VA",0.1508
24017850706,"Waldorf, MD",0.1502
13051011200,"Historic District - South, Savannah, GA",0.15
32005001800,"Glenbrook, NV",0.1494
21067004005,"Lexington, KY",0.1483
32031003305,"Incline Village, NV",0.148
13121003100,"Reynoldstown, Atlanta, GA",0.1465
8035014013,"Castle Rock, CO",0.1463
36001001100,"Downtown, Albany, NY",0.146
24033807200,"College Park, MD",0.1459
29095015800,"Crossroads, Kansas City, MO",0.1458
40109104000,"Central Oklahoma City, Oklahoma City, OK",0.1454
42043020600,"Midtown, Harrisburg, PA",0.1437
12027010302,"Arcadia, FL",0.1436
32031003515,"Sparks, NV",0.143
42043020300,"Midtown, Harrisburg, PA",0.1427
12099005934,"Villages of Oriole, Delray Beach, FL",0.1425
42119980501,"Lewisburg, PA",0.1424
4013082017,"Maryvale Village, Phoenix, AZ",0.1421
36061011700,"Hell's Kitchen, New York, NY",0.1418
29095001100,"Quality Hill, Kansas City, MO",0.1417
39099802100,"Warren, Youngstown, OH",0.1403
55025001101,"Madison, WI",0.1403
12071001912,"Fort Myers, FL",0.139
51177020408,"Spotsylvania Courthouse, VA",0.139
6049000400,"Cedarville, CA",0.1388
47157011300,"North Memphis, Memphis, TN",0.1387
4021002103,"Eloy, AZ",0.1384
20055960503,"Garden City, KS",0.138
18141002100,"Northwest South Bend, South Bend, IN",0.1374
1089000201,"Huntsville, AL",0.1374
8113968102,"Mountain Village, CO",0.1362
4021002400,"Mammoth, AZ",0.1362
42003459202,"Pittsburgh, PA",0.1356
48443950100,"Sanderson, TX",0.1351
24005408602,"Lutherville-Timonium, MD",0.1346
8123002011,"Erie, CO",0.1341
12099007010,"Boca Raton, FL",0.1336
21111010307,"Louisville, KY",0.1335
32031003307,"Incline Village, NV",0.1335
17031290900,"Lawndale, Chicago, IL",0.1335
13051001100,"Eastside, Savannah, GA",0.1333
4027010910,"Foothills, Yuma, AZ",0.1331
39035119202,"University Circle, Cleveland, OH",0.1327
51107610602,"Leesburg, VA",0.1325
48201543001,"Cypress, TX",0.1319
12009071301,"Rogers Place, Melbourne, FL",0.1308
24510120500,"Greenmount West, Baltimore, MD",0.1305
4013615000,"Desert View Village, Phoenix, AZ",0.1302
4019004330,"Tucson Green Valley Townhouse Apartment, Green Valley, AZ",0.1302
18097322600,"Indianapolis, IN",0.1301
24021750300,"Frederick, MD",0.1301
9009361401,"Downtown, New Haven, CT",0.1299
42043020800,"Uptown, Harrisburg, PA",0.1298
34001001100,"Atlantic City, NJ",0.1297
51710002500,"Lamberts Point, Norfolk, VA",0.1292
37129011100,"Jervay Place, Wilmington, NC",0.1287
48215024114,"Mission, TX",0.1283
36067004200,"Southside, Syracuse, NY",0.1282
17031612100,"South Side, Chicago, IL",0.128
6071011404,"Big Bear, CA",0.1274
9015825000,"Scotland, CT",0.1272
53011042400,"Esther Short, Vancouver, WA",0.1271
47037014400,"Watkins Park, Nashville, TN",0.127
40143000600,"Lacy Park, Tulsa, OK",0.1267
47037019400,"Germantown, Nashville, TN",0.1266
42043021500,"Harrisburg, PA",0.1264
48381021608,"Amarillo, TX",0.1261
45003020601,"North Augusta, SC",0.126
8123002013,"Longmont, CO",0.1257
47125100100,"Clarksville, TN",0.1257
17031381400,"South Side, Chicago, IL",0.1255
8123000600,"Greeley, CO",0.1255
42003051000,"Terrace Village, Pittsburgh, PA",0.1255
42043021200,"Harrisburg, PA",0.1253
6075017101,"Ashbury Heights, San Francisco, CA",0.1251
13121011800,"English Avenue, Atlanta, GA",0.1248
13113140307,"Fayetteville, GA",0.1248
4019940700,"Pisinemo, AZ",0.1247
12031000200,"Urban Core, Jacksonville, FL",0.1247
39113003403,"University Park, Dayton, OH",0.1247
45015020404,"Wando, SC",0.1247
4001970300,"Saint Johns, AZ",0.1245
11001006600,"Capitol Hill, Washington, DC",0.1244
6085504417,"Milpitas, CA",0.1243
12081002016,"Lakewood Ranch, FL",0.1241
13051011300,"Midtown, Savannah, GA",0.124
12057014011,"Kings Point Condo, Sun City Center, FL",0.1239
39035111800,"St. Clair - Superior, Cleveland, OH",0.1239
34001001400,"Atlantic City, NJ",0.1236
27053126200,"North Loop, Minneapolis, MN",0.1235
51540001000,"North Downtown, Charlottesville, VA",0.1234
8015000402,"Buena Vista, CO",0.1233
13121004800,"Capital Gateway, Atlanta, GA",0.1233
39169980000,"Wooster, OH",0.1227
51540000501,"Fifeville, Charlottesville, VA",0.1222
13051000100,"Yamacraw Village, Savannah, GA",0.1222
10001043300,"Dover, DE",0.1221
37183053408,"Cary, NC",0.1219
36009940000,"Versailles, NY",0.1216
4003001000,"Bisbee, AZ",0.1215
36055004100,"Charles House Area Council, Rochester, NY",0.1214
17043846522,"Naperville, IL",0.1212
56037971600,"Sweetwater County, WY",0.121
37179021006,"Waxhaw, NC",0.1209
26021000500,"Benton Harbor, MI",0.1203
17031350400,"Douglas, Chicago, IL",0.1197
42043020700,"Uptown, Harrisburg, PA",0.1196
46113940500,"Pine Ridge, SD",0.1193
12085000902,"Stuart, FL",0.1193
42101016600,"North Philadelphia, Philadelphia, PA",0.1192
51760021000,"East End, Richmond, VA",0.1192
51061930206,"Warrenton, VA",0.1188
48297950200,"George West, TX",0.1188
17031340600,"Armour Square, Chicago, IL",0.1185
51059481201,"Reston, VA",0.1184
48037010500,"Texarkana, TX",0.1183
48439101700,"Fort Worth, TX",0.1182
45091060402,"Rock Hill, SC",0.1177
8035014116,"Lone Tree, CO",0.1176
51059460300,"Vienna, VA",0.1175
36029002502,"Willert Park, Buffalo, NY",0.1174
48121020111,"Country Club Ridge At The Trails, Frisco, TX",0.1173
29019002100,"Douglass Park, Columbia, MO",0.1172
4023966000,"Sonoita, AZ",0.1172
37119000400,"Charlotte, NC",0.117
17031081600,"Near North, Chicago, IL",0.1167
15007040900,"Kekaha, HI",0.1167
51107610900,"Middleburg, VA",0.1167
9003462102,"Avon, CT",0.1165
4013061024,"Sarival Village, Goodyear, AZ",0.1165
51179010202,"Stafford, VA",0.1164
1067030100,"Abbeville, AL",0.1163
4013082027,"Roosevelt Park, Avondale, AZ",0.1163
12085000800,"Stuart, FL",0.1161
13029920305,"Richmond Hill, GA",0.1161
26163517100,"Lafayette Park, Detroit, MI",0.1157
4021001711,"Maricopa, AZ",0.1157
48453001784,"Lake Pointe, Austin, TX",0.1157
36065020300,"Utica, NY",0.1156
36001000401,"Dunes, Albany, NY",0.1156
36103146300,"Central Islip, NY",0.1156
12053041305,"Spring Hill, FL",0.1155
22071002600,"Marigny, New Orleans, LA",0.1155
39035119402,"Buckeye - Shaker, Cleveland, OH",0.1154
8035014134,"Southridge, Littleton, CO",0.1152
42029303402,"Kennett Square, PA",0.1151
55079006300,"Franklin Heights, Milwaukee, WI",0.1149
37119005839,"Whiteoak, Charlotte, NC",0.1149
35001002100,"Albuquerque Original Townsite, Albuquerque, NM",0.1148
34007600200,"Gateway, Camden, NJ",0.1147
13133950301,"Greensboro, GA",0.1147
36061006900,"Lower Manhattan, New York, NY",0.1145
41041951700,"Yachats, OR",0.1145
34035053801,"Millstone, NJ",0.1144
12073000500,"Tallahassee, FL",0.114
6065047201,"Desert Hot Springs, CA",0.114
13215001400,"Columbus, GA",0.114
48113001900,"Oak Lawn, Dallas, TX",0.1139
55079006900,"Harambee, Milwaukee, WI",0.1139
42017100403,"Levittown, PA",0.1139
6037980019,"Pacific Palisades, Los Angeles, CA",0.1136
48453002201,"Las Cimas, Austin, TX",0.1136
24510080400,"Broadway East, Baltimore, MD",0.1135
18105001600,"Bloomington, IN",0.1135
10003001100,"Trolley Square, Wilmington, DE",0.1134
13217100600,"Covington, GA",0.1134
37081016003,"Greensboro, NC",0.1133
37119005520,"Mallard Creek - Withrow Downs, Charlotte, NC",0.1132
45091060501,"Rock Hill, SC",0.1131
48439123100,"Historic Southside, Fort Worth, TX",0.1129
24510080800,"Broadway East, Baltimore, MD",0.1128
36083040600,"Troy, NY",0.1127
51155210600,"Dublin, VA",0.1126
4019004625,"Tucson, AZ",0.1125
17031837000,"East Garfield Park, Chicago, IL",0.1124
4019004620,"Shadow Mountain Estates, Oro Valley, AZ",0.1123
12011100501,"Hallandale Beach, FL",0.1122
10003013100,"Wilmington, DE",0.1122
51550020700,"South Norfolk, Chesapeake, VA",0.1122
36029003400,"Grider, Buffalo, NY",0.1121
11001004801,"Northwest Washington, Washington, DC",0.1121
29510118400,"Midtown, St. Louis, MO",0.1121
36071011801,"Slate Hill, NY",0.112
4013082203,"Estrella Village, Phoenix, AZ",0.1119
40109101600,"Central Oklahoma City, Oklahoma City, OK",0.1119
17143000900,"Peoria, IL",0.1117
24039980400,"Princess Anne, MD",0.1115
55131430100,"West Bend, WI",0.1115
17031836400,"Oakland, Chicago, IL",0.1114
6037194200,"Central LA, Los Angeles, CA",0.1111
51059415200,"Alexandria, VA",0.111
53033001500,"North Beach/ Blue Ridge, Seattle, WA",0.111
42091201006,"North Wales, PA",0.1109
48081950100,"Bronte, TX",0.1109
6037920026,"Santa Clarita, CA",0.1109
37063002019,"Falconbridge, Chapel Hill, NC",0.1108
12057003000,"Tampa Heights, Tampa, FL",0.1108
17115000300,"Decatur, IL",0.1107
26081002000,"Downtown, Grand Rapids, MI",0.1107
55131470204,"Germantown, WI",0.1106
12069030602,"Leesburg, FL",0.1105
36067005400,"Southside, Syracuse, NY",0.1104
55025001704,"Madison, WI",0.1103
34031181400,"Paterson, NJ",0.1102
51770001100,"Roanoke, VA",0.1102
48309001500,"East Riverside, Waco, TX",0.1101
42101013401,"Fairmount, Philadelphia, PA",0.11
15009030100,"Hana, HI",0.11
51740213200,"Park View, Portsmouth, VA",0.11
48453000306,"Mueller, Austin, TX",0.1099
36103147004,"Bay Shore, NY",0.1099
12071040303,"Alabama, Lehigh Acres, FL",0.1094
24005402504,"Randallstown, MD",0.1093
42003562700,"Allegheny Center, Pittsburgh, PA",0.1093
10003001902,"Wilmington, DE",0.1092
36055004800,"Group 14621, Rochester, NY",0.1091
24510271400,"Evergreen, Baltimore, MD",0.1091
13245001100,"Summerville, Augusta, GA",0.109
42095017000,"Easton, PA",0.109
8005004951,"Denver, CO",0.109
47037013700,"Buena Vista Heights, Nashville, TN",0.1089
55079185700,"Harambee, Milwaukee, WI",0.1089
51107610507,"Leesburg, VA",0.1089
31055005902,"North Omaha, Omaha, NE",0.1088
48029181902,"Cielo Vista, San Antonio, TX",0.1084
45083020400,"Spartanburg, SC",0.1084
48201312700,"Southeast Houston, Houston, TX",0.1084
4009961600,"Safford, AZ",0.108
12081001914,"Duette, FL",0.1078
47037014800,"South Nashville, Nashville, TN",0.1076
12083001700,"Ocala, FL",0.1074
21001970600,"Columbia, KY",0.1073
36061014801,"Upper East Side, New York, NY",0.1072
12119910800,"The Villages, FL",0.1071
17091011600,"Kankakee, IL",0.1071
25003931400,"Windsor, MA",0.107
4027011700,"Yuma, AZ",0.107
26081003600,"SECA, Grand Rapids, MI",0.107
47157011400,"Downtown, Memphis, TN",0.107
11001003302,"Bloomingdale, Washington, DC",0.1068
45051060404,"Conway, SC",0.1068
13121008602,"Monroe Heights, Atlanta, GA",0.1067
39035111600,"St. Clair - Superior, Cleveland, OH",0.1067
8031003603,"North, Denver, CO",0.1066
13051002000,"Eastside, Savannah, GA",0.1065
12099007744,"Brentwood of Boca, Boca Raton, FL",0.1065
48375013000,"Amarillo, TX",0.1065
36055006500,"Plymouth-Exchange, Rochester, NY",0.1064
49057201100,"Ogden, UT",0.1063
6095253206,"Vacaville, CA",0.1063
51710006800,"Hollywood Homes/Maple Hall, Norfolk, VA",0.1063
27123034000,"Cathedral Hill, Saint Paul, MN",0.1062
34009020201,"Ocean City, NJ",0.1062
29183310601,"Saint Charles, MO",0.1061
24510160200,"Sandtown-Winchester, Baltimore, MD",0.1061
12099005955,"Delray Beach, FL",0.106
39035112400,"Hough, Cleveland, OH",0.106
12057004300,"Northwest Tampa, Tampa, FL",0.106
13217100903,"Covington, GA",0.1059
36081038302,"Queens County, NY",0.1059
39035116200,"Glenville, Cleveland, OH",0.1058
18141001700,"South Bend, IN",0.1058
18003001300,"East Central, Fort Wayne, IN",0.1057
29165030201,"Kansas City, MO",0.1057
13121001900,"Downtown, Atlanta, GA",0.1057
48439105006,"High Crest Addition, Fort Worth, TX",0.1056
24005452500,"Dundalk, MD",0.1056
48209010200,"San Marcos, TX",0.1056
20209044101,"Victory Hills, Kansas City, KS",0.1055
42101013900,"Cecil B. Moore, Philadelphia, PA",0.1055
51760061000,"Manchester, Richmond, VA",0.1055
39061000200,"West End, Cincinnati, OH",0.1054
12105014104,"Haines City, FL",0.1054
51760010500,"Edgewood, Richmond, VA",0.1053
51013101601,"North Highland, Arlington, VA",0.1053
11001003301,"Bloomingdale, Washington, DC",0.1052
51730810400,"Petersburg, VA",0.1052
48041002014,"College Station, TX",0.1051
47187050906,"Franklin, TN",0.1051
30101000100,"Sweet Grass, MT",0.1051
24510200400,"Shipley Hill, Baltimore, MD",0.105
37037020701,"Durham, NC",0.105
37141920204,"Maple Hill, NC",0.105
34007601700,"Centerville, Camden, NJ",0.1049
55079009600,"Washington Park, Milwaukee, WI",0.1049
18097350100,"Indianapolis, IN",0.1047
56035000101,"Big Piney, WY",0.1046
45079001000,"Midtown - Downtown, Columbia, SC",0.1046
55117010800,"Sheboygan, WI",0.1045
13217100400,"Covington, GA",0.1045
17019005702,"Urbana, IL",0.1045
51099040200,"King George, VA",0.1045
48439104505,"Morningside, Fort Worth, TX",0.1044
32031003308,"Incline Village, NV",0.1044
39139001700,"Mansfield, OH",0.1043
48453002108,"East MLK, Austin, TX",0.1042
18097353600,"Indianapolis, IN",0.1042
11001010900,"Southwest Washington, Washington, DC",0.1039
51760060200,"Manchester, Richmond, VA",0.1038
48453000901,"Blackshear-Prospect Hill, Austin, TX",0.1037
36069051700,"Geneva, NY",0.1037
4013104801,"Mountain Side Estates, Phoenix, AZ",0.1036
29095005400,"East Side, Kansas City, MO",0.1035
47065012400,"Martin Luther King, Chattanooga, TN",0.1034
47165020502,"Gallatin, TN",0.1032
6067005403,"Campus Commons, Sacramento, CA",0.1031
12057014007,"Riverview, FL",0.1031
37133000800,"Jacksonville, NC",0.1031
51730811300,"Petersburg, VA",0.1031
4013611500,"Deer Valley, Phoenix, AZ",0.103
48453000803,"Chestnut, Austin, TX",0.1029
51760030100,"Gilpin, Richmond, VA",0.1028
4021001000,"Coolidge, AZ",0.1025
31055000700,"North Omaha, Omaha, NE",0.1025
39049001200,"University, Columbus, OH",0.1023
6065042742,"Menifee, CA",0.1023
13315960200,"Rochelle, GA",0.1022
17091011500,"Kankakee, IL",0.1022
48425000200,"Glen Rose, TX",0.1021
18141002000,"West Washington, South Bend, IN",0.1021
24510180100,"Poppleton, Baltimore, MD",0.102
12105015404,"Babson Park, FL",0.102
18097351200,"Indianapolis, IN",0.1019
29165030306,"Parkville, MO",0.1019
39035114700,"Kinsman, Cleveland, OH",0.1018
9003487400,"South Windsor, CT",0.1018
12055961602,"Lake Placid, FL",0.1018
12087971001,"Key Largo, FL",0.1018
55079008900,"Sherman Park, Milwaukee, WI",0.1017
48085031806,"Richardson, TX",0.1016
42095016100,"Walnutport, PA",0.1015
12001001519,"Gainesville, FL",0.1015
34021003703,"Ewing Township, NJ",0.1015
37019020306,"Southport, NC",0.1014
26163521300,"Mexicantown - Southwest Detroit, Detroit, MI",0.1014
18097357300,"Indianapolis, IN",0.1014
47037010106,"Whites Creek, Nashville, TN",0.1013
48113004100,"Cedar Crest, Dallas, TX",0.1013
42091204800,"Gladwyne, PA",0.1013
29095007500,"Eastern 49-63, Kansas City, MO",0.1012
17113005201,"Bloomington, IL",0.1012
48201431401,"Westside, Houston, TX",0.1012
37129010100,"Wilmington, NC",0.1012
42101021900,"Roxborough-Manayunk, Philadelphia, PA",0.1012
42077002202,"Allentown, PA",0.1012
42101010800,"Mantua, Philadelphia, PA",0.1011
39035117800,"South - Collinwood, Cleveland, OH",0.1011
13215002500,"Columbus, GA",0.101
17031271300,"East Garfield Park, Chicago, IL",0.101
51760060400,"Richmond, VA",0.101
12031001000,"Urban Core, Jacksonville, FL",0.101
21147960200,"Stearns, KY",0.1009
48183001200,"Longview, TX",0.1009
9003501200,"North End, Hartford, CT",0.1009
17031835600,"Fuller Park, Chicago, IL",0.1007
48041000400,"Bryan, TX",0.1007
13167960300,"Wrightsville, GA",0.1006
48085031900,"Original Donation, Plano, TX",0.1006
27003050819,"The Lakes, Blaine, MN",0.1006
18097390500,"Indianapolis, IN",0.1006
37021000700,"East End - Valley Street, Asheville, NC",0.1005
39035112100,"Hough, Cleveland, OH",0.1005
17031839600,"Bronzeville, Chicago, IL",0.1005
39061004702,"Linwood, Cincinnati, OH",0.1002
34013008200,"University Heights, Newark, NJ",0.1002
12086000121,"Aventura, FL",0.1001
42043020900,"Uptown, Harrisburg, PA",0.1001
13293010600,"Thomaston, GA",0.1001
18097350900,"Mapleton - Fall Creek, Indianapolis, IN",0.1
28087001000,"Columbus, MS",0.0999
29510119300,"Midtown, St. Louis, MO",0.0999
1081040603,"Auburn, AL",0.0999
12057003500,"East Tampa, Tampa, FL",0.0998
24510190200,"Pratt Monroe, Baltimore, MD",0.0998
13051002600,"Midtown, Savannah, GA",0.0998
48183001500,"Longview, TX",0.0996
12105012804,"Haines City, FL",0.0996
29095006600,"Plaza Area, Kansas City, MO",0.0996
42101005000,"South Philadelphia East, Philadelphia, PA",0.0995
18097352300,"Indianapolis, IN",0.0995
25025010405,"Fenway/Kenmore, Boston, MA",0.0995
55079007000,"Harambee, Milwaukee, WI",0.0993
24025301201,"Harford County, MD",0.0993
13051002800,"Jackson Park, Savannah, GA",0.0993
55079009100,"Uptown, Milwaukee, WI",0.0993
1117030216,"Birmingham, AL",0.0992
40109105202,"Central Oklahoma City, Oklahoma City, OK",0.0992
51760020700,"Church Hill North, Richmond, VA",0.0992
47037011900,"East Nashville, Nashville, TN",0.0991
47157004600,"Memphis, TN",0.0991
36047040500,"Kings County, NY",0.099
22051026200,"Harvey, LA",0.099
13215010502,"Columbus, GA",0.099
12009065124,"Melbourne, FL",0.0988
51710005000,"Hardy Field, Norfolk, VA",0.0988
17031841400,"Little Village, Chicago, IL",0.0987
8069001109,"Fort Collins, CO",0.0986
39061003700,"Walnut Hills, Cincinnati, OH",0.0986
42043021100,"Harrisburg, PA",0.0986
42101002000,"Point Breeze, Philadelphia, PA",0.0985
24510120600,"Old Goucher, Baltimore, MD",0.0984
24021750801,"Frederick, MD",0.0983
48029181901,"Northwest Side, San Antonio, TX",0.0983
36067003200,"Downtown, Syracuse, NY",0.0982
24510070400,"Gay Street, Baltimore, MD",0.0982
42101009400,"Haddington, Philadelphia, PA",0.0982
6075022600,"Central Waterfront, San Francisco, CA",0.0981
42029302400,"West Chester, PA",0.0981
24031701308,"Olney, MD",0.0981
6065044807,"Araby Cove, Palm Springs, CA",0.0979
32003003629,"North Las Vegas, NV",0.0978
47037011800,"East Nashville, Nashville, TN",0.0977
20209040700,"Northeast, Kansas City, KS",0.0977
18039002600,"Elkhart, IN",0.0976
13051011400,"Metropolitan, Savannah, GA",0.0976
42101014100,"Ludlow, Philadelphia, PA",0.0976
45041000700,"Florence, SC",0.0975
51740210500,"Port Norfolk, Portsmouth, VA",0.0975
48309001400,"Carver, Waco, TX",0.0974
36055006900,"Plymouth-Exchange, Rochester, NY",0.0974
18003011608,"Fort Wayne, IN",0.0972
25009252202,"Methuen, MA",0.0972
32003005312,"Green Valley North, Henderson, NV",0.0972
39061026900,"West End, Cincinnati, OH",0.0971
48029130800,"East Side, San Antonio, TX",0.097
8031001600,"North, Denver, CO",0.097
48113003902,"Dallas, TX",0.0968
13139000800,"Gainesville, GA",0.0968
45013000903,"Beaufort, SC",0.0967
32003005827,"Sloan, NV",0.0966
42081000400,"Williamsport, PA",0.0966
12099004818,"Greenacres, FL",0.0965
42029305500,"Coatesville, PA",0.0965
4017963700,"Heber, Heber-Overgaard, AZ",0.0965
42003513800,"Braddock, PA",0.0965
18095000500,"Anderson, IN",0.0965
47037013800,"North Nashville, Nashville, TN",0.0965
51760011100,"Northside, Richmond, VA",0.0964
55079185400,"Lindsay Heights, Milwaukee, WI",0.0964
31055000600,"North Omaha, Omaha, NE",0.0963
47065002000,"Southside Historic District, Chattanooga, TN",0.0963
17031690400,"South Side, Chicago, IL",0.0962
19153001200,"Mondamin Presidential, Des Moines, IA",0.0962
48309001900,"Oakwoods, Waco, TX",0.0961
55079185800,"Midtown, Milwaukee, WI",0.0961
25025010204,"Fenway/Kenmore, Boston, MA",0.0961
6075016802,"Hayes Valley, San Francisco, CA",0.0961
55129950200,"Trego, WI",0.096
42101008301,"Cobbs Creek, Philadelphia, PA",0.096
48225950600,"Kennard, TX",0.096
37081015401,"McLeansville, NC",0.096
9009141400,"Beaver Hills, New Haven, CT",0.0959
9009140200,"The Hill, New Haven, CT",0.0957
42003270400,"Marshall-Shadeland, Pittsburgh, PA",0.0957
32003005828,"Las Vegas, NV",0.0957
51740211800,"Portsmouth, VA",0.0957
34001001500,"Atlantic City, NJ",0.0956
48157674501,"Missouri City, TX",0.0956
34013005200,"Upper Clinton Hill, Newark, NJ",0.0956
9003500900,"Clay Arsenal, Hartford, CT",0.0955
36055006600,"Genesee-Jefferson, Rochester, NY",0.0954
47157001400,"Binghampton, Memphis, TN",0.0954
9013530100,"Rockville, Vernon, CT",0.0954
26125142100,"Pontiac, MI",0.0954
10005051103,"Rehoboth Beach, DE",0.0954
25019950307,"Eel Point, Nantucket, MA",0.0954
42073000400,"New Castle, PA",0.0954
51095080304,"Williamsburg, VA",0.0953
1089000503,"Huntsville, AL",0.0952
13031110800,"Register, GA",0.0952
45083020701,"Park Hills, Spartanburg, SC",0.0952
32003002845,"Silverado Ranch, Las Vegas, NV",0.0952
45063021019,"Lexington, SC",0.0951
8005005620,"Littleton, CO",0.0951
9011870502,"Uncasville, Montville, CT",0.0951
48375012000,"Amarillo, TX",0.095
6071011102,"Green Valley Lake, CA",0.095
26125187000,"Pleasant Ridge, MI",0.095
11001001402,"Northwest Washington, Washington, DC",0.095
34021001600,"Battle Monument, Trenton, NJ",0.0949
12099005950,"Boynton Beach, FL",0.0949
42101016902,"North Philadelphia, Philadelphia, PA",0.0948
39085206200,"Painesville, OH",0.0948
26125161400,"Southfield, MI",0.0948
17031243500,"West Town, Chicago, IL",0.0947
42101017000,"North Philadelphia, Philadelphia, PA",0.0946
6083002915,"Isla Vista, CA",0.0946
17031260500,"Garfield Park, Chicago, IL",0.0946
18035000300,"Industry, Muncie, IN",0.0946
48439104604,"Mitchell Boulevard, Fort Worth, TX",0.0945
26163553300,"Highland Park, MI",0.0945
42045404900,"Chester, PA",0.0945
47113001700,"Denmark, TN",0.0945
13051002100,"Benjamin Van Clark Park, Savannah, GA",0.0945
40109103000,"Central Oklahoma City, Oklahoma City, OK",0.0944
42133000700,"York, PA",0.0944
39061021604,"Cincinnati, OH",0.0944
51540000201,"Barracks Rugby, Charlottesville, VA",0.0943
48409010500,"Gregory, TX",0.0943
4013610100,"New River, AZ",0.0943
48453000804,"East Austin, Austin, TX",0.0943
48113011500,"Piedmont Addition, Dallas, TX",0.0943
49057201900,"Ogden, UT",0.0942
31055000800,"East Omaha, Omaha, NE",0.0942
12099002200,"North Tamarind, West Palm Beach, FL",0.0941
13031110401,"Statesboro, GA",0.0941
40109100500,"Capitol View, Oklahoma City, OK",0.0941
32003003237,"Monument at Lone Mountain, Las Vegas, NV",0.0941
42043022604,"Harrisburg, PA",0.0941
48181000501,"Denison, TX",0.094
48439103800,"Fort Worth, TX",0.094
